quadro,pergunta,variavel,id,condicao,tipo,mensagem
quadro11.json,Preço médio do leite cru vendido,V14160401,personalizada,V14160401 > 0 && V14160401 < 0.25,alerta,Preço médio do litro do leite cru vendido abaixo do esperado. Confirme com o produtor o preço de venda de 1 litro de leite de vaca.
quadro11.json,Não houve produção de leite de vaca ,V14160000,personalizada,V14010000 == 1 && V14130000 == 1 && V14160000 == 1,alerta,"Foi marcada a opção bovinos mas não houve efetivo, nem venda e nem produção de leite. Confirme com o produtor e faça o acerto, se necessário."
quadro11.json,Não houve produção de leite de vaca ,V14160000,personalizada,V14160101 == 0 && V14160000 != 1,erro,Preencha o número de vacas ordenhadas ou a opção de que não houve produção de leite.
quadro12.json,Número de animais em 30/09/2017,V15010101,personalizada,V15010101 == 0 && V15010000 != 1,erro,Preencha o número de bubalinos ou marque a opção não houve. Faça o acerto.
quadro12.json,Número de animais em 30/09/2017,V15010101,personalizada,V15010101 > 2000,alerta,"Total de bubalinos acima do esperado. Confirme este número com o produtor e faça o acerto, se for necessário."
quadro12.json,Animais vendidos no período de 01/10/2016 a 30/09/2017,V15010501,personalizada,V15010501 == 0 && V15010102 != 1,erro,Preencha o número de bubalinos vendidos ou marque a opção não houve. Faça o acerto.
quadro12.json,Valor dos bubalinos vendidos,V15010502,personalizada,V15010501 > 0 && VW15010500 > 2000,alerta,Valor de bubalinos vendidos acima do esperado. Confirmar com o produtor o número de bubalinos vendidos e o valor total desses animais.
quadro12.json,Valor dos bubalinos vendidos,V15010502,personalizada,V15010501 > 0 && VW15010500 < 80,alerta,Valor de bubalinos vendidos abaixo do esperado. Confirmar com o produtor o número de bubalinos vendidos e o valor total desses animais.
quadro12.json,Búfalas ordenhadas,V15020101,personalizada,V15020000 != 1 && V15020101 == 0,erro,O preenchimento do quesito é obrigatório
quadro12.json,Leite produzido,V15020201,personalizada,VW15020100 > 6000,alerta,Rendimento de leite de búfala acima do esperado. Confirme com o produtor a quantidade de leite de búfala produzido e o número de búfalas ordenhadas.
quadro12.json,Leite produzido,V15020201,personalizada,V15020201 > 0 && VW15020100 < 150,alerta,Rendimento de leite de búfala abaixo do esperado. Confirme com o produtor a quantidade de leite de búfala produzido e o número de búfalas ordenhadas.
quadro12.json,Leite vendido,V15020301,personalizada,V15020301 > V15020201,erro,Leite vendido maior que produzido. Confirme essas quantidades com o produtor e faça o acerto necessário.
quadro12.json,Preço médio do Leite vendido,V15020401,personalizada,V15020401 > 3 && V15020401 > 0,alerta,Preço médio do litro de leite de búfala acima do esperado. Confirme com o produtor o preço de venda de 1 litro de leite de búfala.
quadro12.json,Preço médio do Leite vendido,V15020401,personalizada,V15020401 < 0.25 && V15020401 > 0,alerta,Preço médio do litro de leite de búfala abaixo do esperado. Confirme com o produtor o preço de venda de 1 litro de leite de búfala.
quadro12.json,Não houve produção de leite de búfala no período de 01/10/2016 a 30/09/2017,V15020000,personalizada,V15010000 == 1 && V15010102 == 1 && V15020000 == 1,alerta,"Foi marcada a opção bubalinos mas não houve efetivo, nem venda e nem produção de leite. Confirme com o produtor e faça o acerto, se necessário."
quadro13.json,Número de animais em 30/09/2017,V16010101,personalizada,V16010101 == 0 && V16010000 != 1,erro,"Preenchimento obrigatório, deve ser preenchido o número de equinos ou a opção não houve equinos."
quadro13.json,Número de animais em 30/09/2017,V16010101,personalizada,V16010101 > 20,alerta,Total de equinos acima do esperado. Confirme este número com o produtor e faça o acerto se for necessário.
quadro13.json,Animais vendidos no período de 01/10/2016 a 30/09/2017,V16010501,personalizada,VW16010201 > 2,alerta,Total de nascidos acima do esperado. Confirme este número com o produtor e faça o acerto necessário.
quadro13.json,Animais vendidos no período de 01/10/2016 a 30/09/2017,V16010501,personalizada,V16010501 == 0 && V16010102 != 1,erro,"Preenchimento obrigatório, deve ser preenchido o número de equinos vendidos ou a opção não houve equinos vendidos."
quadro13.json,Valor:,V16010502,personalizada,V16010501 > 0 && VW16010500 > 7000,alerta,Valor de equinos vendidos acima do esperado. Confirmar com o produtor o número de equinos vendidos e o valor total desses animais.
quadro13.json,Valor:,V16010502,personalizada,V16010501 > 0 && VW16010500 < 100,alerta,Valor de equinos vendidos abaixo do esperado. Confirmar com o produtor o número de equinos vendidos e o valor total desses animais.
quadro13.json,Não houve venda de equinos no estabelecimento no período de 01/10/2016 a 30/09/2017,V16010102,personalizada,V16010102 == 1 && V16010000 == 1,alerta,"Foi marcada a opção equinos mas não houve efetivo, nem venda. Confirme com o produtor e faça o acerto, se necessário."
quadro14.json,Número de animais em 30/09/2017,V17010101,personalizada,V17010101 == 0 && V17010000 != 1,erro,Preenchimento obrigatório. Preencha o número de asininos ou a opção não houve asininos.
quadro14.json,Número de animais em 30/09/2017,V17010101,personalizada,V17010101 > 20,alerta,Total de asininos acima do esperado. Confirme este número com o produtor e faça o acerto se for necessário.
quadro14.json,Animais vendidos no período de 01/10/2016 a 30/09/2017,V17010501,personalizada,V17010501 == 0 && V17010102 != 1,erro,Preenchimento obrigatório. Preencha o número de asininos vendidos ou a opção não houve asininos.
quadro14.json,Valor:,V17010502,personalizada,VW17010500 > 7000 && V17010501 > 0,alerta,Valor de asininos vendidos acima do esperado. Confirmar com o produtor o número de asininos vendidos e o valor total desses animais.
quadro14.json,Valor:,V17010502,personalizada,VW17010500 < 100 && V17010501 > 0,alerta,Valor de asininos vendidos abaixo do esperado. Confirmar com o produtor o número de asininos vendidos e o valor total desses animais.
quadro14.json,Não houve venda de asininos no estabelecimento no período de 01/10/2016 a 30/09/2017,V17010102,personalizada,V17010102 == 1 && V17010000 == 1,alerta,"Foi marcada a opção asininos mas não houve efetivo, nem venda. Confirme com o produtor e faça o acerto, se necessário."
quadro15.json,Número de animais em 30/09/2017,V18010101,personalizada,V18010101 == 0 && V18010000 != 1,erro,Preenchimento obrigatório. Preencha o múmero de muares ou a opção não houve murares.
quadro15.json,Número de animais em 30/09/2017,V18010101,personalizada,V18010101 > 20,alerta,Total de muares acima do esperado. Confirme este número com o produtor e faça o acerto se for necessário.
quadro15.json,Animais vendidos no período de 01/10/2016 a 30/09/2017,V18010501,personalizada,VW18010201 > 2,alerta,"Total de nascidos acima do esperado. Confirme com o produtor o total de muares, o número de nascidos, vendidos e vitimados e faça o acerto necessário."
quadro15.json,Animais vendidos no período de 01/10/2016 a 30/09/2017,V18010501,personalizada,V18010501 == 0 && V18010102 != 1,erro,Preenchimento obrigatório. Preencha o múmero de muares ou a opção não houve murares.
quadro15.json,Valor:,V18010502,personalizada,VW18010500 > 7000 && V18010501 > 0,alerta,Valor de muares vendidos acima do esperado. Confirmar com o produtor o número de muares vendidos e o valor total desses animais.
quadro15.json,Valor:,V18010502,personalizada,VW18010500 < 100 && V18010501 > 0,alerta,Valor de muares vendidos abaixo do esperado. Confirmar com o produtor o número de muares vendidos e o valor total desses animais.
quadro15.json,Não houve venda de muares no estabelecimento em 30/09/2017,V18010102,personalizada,V18010102 == 1 && V18010000 == 1,alerta,"Foi marcada a opção muares mas não houve efetivo, nem venda. Confirme com o produtor e faça o acerto, se necessário"
quadro16.json,Número de animais em 30/09/2017,V19010101,personalizada,V19010101 == 0 && V19010000 != 1,erro,Preenchimento Obrigatório. Deve ser preenchido o número de suinos ou a opção não houve.
quadro16.json,Número de animais em 30/09/2017,V19010101,personalizada,V19010101 > 10000,alerta,Total de suínos acima do esperado. Confirme este número com o produtor e faça o acerto se for necessário.
quadro16.json,Para engorda,V19020101,personalizada,(V19020101 + V19020201 + V19020301) != V19010101,erro,Soma de suínos para engorda e reprodução diferente do total de suínos. Confirme com o produtor a quantidade desses animais e faça o acerto necessário.
quadro16.json,Animais vendidos no período de 01/10/2016 a 30/09/2017,V19030401,personalizada,V19030401 == 0 && V19010102 != 1,erro,Preencha o número de vendidos ou marque que não houve venda.
quadro16.json,Valor:,V19030402,personalizada,VW19030400 > 700 && V19030401 > 0,alerta,Valor de suínos vendidos acima do esperado. Confirmar com o produtor o número de suínos vendidos e o valor total desses animais.
quadro16.json,Valor:,V19030402,personalizada,VW19030400 < 20 && V19030401 > 0,alerta,Valor de suínos vendidos abaixo do esperado. Confirmar com o produtor o número de suínos vendidos e o valor total desses animais.
quadro16.json,Não houve venda de suínos no estabelecimento no período de 01/10/2016 a 30/09/2017,V19010102,personalizada,V19010102 == 1 && V19010000 == 1,alerta,"Foi marcada a opção suínos mas não houve efetivo, nem venda. Confirme com o produtor e faça o acerto, se necessário"
quadro17.json,Número de animais em 30/09/2017,V20010101,personalizada,V20010101 == 0 && V20010000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido o número de caprinos ou a opção não houve.
quadro17.json,Número de animais em 30/09/2017,V20010101,personalizada,V20010101 > 2000,alerta,Total de caprinos acima do esperado. Confirme este número com o produtor e faça o acerto se for necessário.
quadro17.json,Animais vendidos no período de 01/10/2016 a 30/09/2017,V20030401,personalizada,V20030401 == 0 && V20010102 != 1,erro,Preenchimento obrigatório. Deve ser preenchido o número de caprinos vendidos ou a opção não houve.
quadro17.json,Valor:,V20030402,personalizada,VW20030400 > 500,alerta,Valor de caprinos vendidos acima do esperado. Confirmar com o produtor o número de caprinos vendidos e o valor total desses animais.
quadro17.json,Valor:,V20030402,personalizada,VW20030400 < 20 && V20030402 > 0,alerta,Valor de caprinos vendidos abaixo do esperado. Confirmar com o produtor o número de caprinos vendidos e o valor total desses animais.
quadro17.json,Cabras ordenhadas,V20040101,personalizada,(V20040101 + V20040201 + V20040301) == 0 && V20040000 != 1,erro,Preencha uma das opções ou marque a opção de que não houve produção de leite.
quadro17.json,Leite produzido (litros),V20040201,personalizada,V20040201 > 0 && V20040101 == 0,erro,Leite de cabra produzido sem cabras ordenhadas. Confirme com o produtor o número de cabras ordenhadas e faça o acerto necessário.
quadro17.json,Leite produzido (litros),V20040201,personalizada,V20040101 > 0 && V20040201 == 0,erro,Cabras ordenhadas sem leite de cabra produzido. Confirmar com o produtor a quantidade de leite de cabra produzido.
quadro17.json,Leite produzido (litros),V20040201,personalizada,VW20040200 > 2000,alerta,Rendimento de leite de cabra acima do esperado. Confirmar com o produtor o número de cabras ordenhadas e a quantidade de leite produzido
quadro17.json,Leite produzido (litros),V20040201,personalizada,VW20040200 < 30 && V20040201 > 0,alerta,Rendimento de leite de cabra abaixo do esperado. Confirmar com o produtor o número de cabras ordenhadas e a quantidade de leite produzido.
quadro17.json,Leite vendido (litros),V20040301,personalizada,V20040301 > V20040201,erro,Leite de cabra vendido maior que o produzido. Verifique com o produtor e faça os acertos necessários.
quadro17.json,Preço médio do leite vendido,V20040401,personalizada,V20040401 > 5 && V20040301 > 0,alerta,Preço médio do litro de leite de cabra acima do esperado. Confirme com o produtor o preço de venda de 1 litro de leite de cabra.
quadro17.json,Preço médio do leite vendido,V20040401,personalizada,V20040401 < 0.2 && V20040401 > 0,alerta,Preço médio do litro de leite de cabra abaixo do esperado. Confirme com o produtor o preço de venda de 1 litro de leite de cabra.
quadro17.json,Não houve produção de leite no estabelecimento no período de 01/10/2016 a 30/09/2017,V20040000,personalizada,V20010102 == 1 && V20010000 == 1 && V20040000 == 1,alerta,"Foi marcada a opção caprinos mas não houve efetivo, nem venda, nem produção de leite. Confirme com o produtor e faça o acerto, se necessário"
quadro18.json,Número de animais em 30/09/2017,V21010101,personalizada,V21010101 == 0 && V21010000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido o número de ovinos ou a opção não houve
quadro18.json,Número de animais em 30/09/2017,V21010101,personalizada,V21010101 > 2000,alerta,Total de ovinos acima do esperado. Confirme este número com o produtor e faça o acerto se for necessário.
quadro18.json,Animais vendidos no período de 01/10/2016 a 30/09/2017,V21030401,personalizada,V21030401 == 0 && V21010102 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de animais vendidos ou a opção não houve.
quadro18.json,Valor:,V21030402,personalizada,VW21030400 > 600 && V21030401 > 0,alerta,Valor de ovinos vendidos acima do esperado. Confirmar com o produtor o número de ovinos vendidos e o valor total desses animais.
quadro18.json,Valor:,V21030402,personalizada,VW21030400 < 30 && V21030401 > 0,alerta,Valor de ovinos vendidos abaixo do esperado. Confirmar com o produtor o número de ovinos vendidos e o valor total desses animais.
quadro18.json,Animais tosquiados,V21040101,personalizada,(V21040101 + V21040201) == 0 && V21040000 != 1,erro,Preencha uma das opções ou marque a opção de que não houve produção de lã.
quadro18.json,Lã produzida (kg),V21040201,personalizada,V21040000 == 2 && V21040201 > 0 && V21040101 == 0,erro,Lã produzida sem animais tosquiados. Confirme com o produtor o número de animais tosquiados e faça o acerto necessário.
quadro18.json,Lã produzida (kg),V21040201,personalizada,V21040101 > 0 && V21040201 == 0,erro,Animais tosquiados sem lã produzida. Confirme com o produtor a quantidade de lã produzida e faça o acerto necessário.
quadro18.json,Lã produzida (kg),V21040201,personalizada,V21040000 == 2 && VW21040200 > 20,alerta,"Rendimento de lã acima do esperado. Confirme com o produtor o número de animais tosquiados, a quantidade de lã produzida e faça o acerto necessário."
quadro18.json,Lã produzida (kg),V21040201,personalizada,V21040000 == 2 && VW21040200 < 0.2 && V21040201 > 0,alerta,"Rendimento de lã abaixo do esperado. Confirme com o produtor o número de animais tosquiados, a quantidade de lã produzida e faça o acerto necessário."
quadro18.json,Lã produzida (kg),V21040201,personalizada,V21040000 == 2 && (V21040201 - V21040301) > 500,alerta,Lã produzida com pouca lã vendida. Confirme estas quantidades com o produtor e faça o acerto se for necessário.
quadro18.json,Lã vendida (kg),V21040301,personalizada,V21040000 == 2 && V21040301 > V21040201,erro,Quantidade de lã vendida maior que produzida. Confirme essas quantidades com o produtor e faça o acerto necessário.
quadro18.json,Preço médio do quilo da lã vendida,V21040401,personalizada,V21040401 > 30 && V21040401 > 0,alerta,"Preço médio do quilo da lã acima do esperado. Confirme com o produtor o preço de venda de 1 quilo de lã e faça o acerto, se necessário."
quadro18.json,Preço médio do quilo da lã vendida,V21040401,personalizada,V21040401 < 1 && V21040401 > 0,alerta,"Preço médio do quilo da lã abaixo do esperado. Confirme com o produtor o preço de venda de 1 quilo de lã e faça o acerto, se necessário."
quadro18.json,Ovelhas ordenhadas,V21050101,personalizada,(V21050101 + V21050201 == 0) && V21050000 != 1,erro,Preencha uma das opções ou marque a opção de que não houve produção de leite.
quadro18.json,Leite produzido (litros),V21050201,personalizada,V21050201 > 0 && V21050101 == 0,erro,Leite produzido sem ovelhas ordenhadas. Confirme com o produtor o número de ovelhas ordenhadas e faça o acerto necessário.
quadro18.json,Leite produzido (litros),V21050201,personalizada,V21050101 > 0 && V21050201 == 0,erro,Ovelhas ordenhadas sem leite produzido. Confirme com o produtor a quantidade de leite produzido e faça o acerto necessário.
quadro18.json,Leite produzido (litros),V21050201,personalizada,VW21050200 > 1000,alerta,"Rendimento de leite acima do esperado. Confirme com o produtor o número de ovelhas ordenhadas, a quantidade de leite produzido e faça o acerto, se necessário."
quadro18.json,Leite produzido (litros),V21050201,personalizada,VW21050200 < 30 && V21050201 > 0,alerta,"Rendimento de leite abaixo do esperado. Confirme com o produtor o número de ovelhas ordenhadas, a quantidade de leite produzido e faça o acerto, se necessário."
quadro18.json,Leite vendido (litros),V21050301,personalizada,V21050301 > V21050201,erro,"Leite vendido maior que o leite produzido, faça o acerto necessário."
quadro18.json,Preço médio do litro de leite vendido,V21050401,personalizada,V21050401 > 30,alerta,"Preço médio do litro de leite acima do esperado. Confirme com o produtor o preço de venda de 1 litro de leite e faça o acerto, se necessário."
quadro18.json,Preço médio do litro de leite vendido,V21050401,personalizada,V21050401 > 0 && V21050401 < 1,alerta,"Preço médio do litro de leite abaixo do esperado. Confirme com o produtor o preço de venda de 1 litro de leite e faça o acerto, se necessário."
quadro18.json,Preço médio do litro de leite vendido,V21050401,personalizada,V21050301 > V21050201,erro,Soma de leite vendido maior que leite produzido. Confirme essas quantidades com o produtor e faça o acerto necessário.
quadro18.json,Não houve produção de leite no estabelecimento no período de 01/10/2016 a 30/09/2017,V21050000,personalizada,V21010102 == 1 && V21010000 == 1 && V21040000 == 1 && V21050000 == 1,alerta,"Foi marcada a opção ovinos mas não houve efetivo, nem venda, nem produção de leite nem de lã. Confirme com o produtor e faça o acerto, se necessário."
quadro19.json,"Qual era o efetivo de galinhas, galos, frangas, frangos e pintos no estabelecimento em 30/09/2017?",V22010101,personalizada,V22010101 == 0 && V22010000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido o efetivo de galinhas ou a opção não houve.
quadro19.json,"Qual era o efetivo de galinhas, galos, frangas, frangos e pintos no estabelecimento em 30/09/2017?",V22010101,personalizada,V22010101 > 100000,alerta,Total de aves acima do esperado. Confirme este número com o produtor e faça o acerto se for necessário.
quadro19.json,"Frangas, frangos e pintos para engorda",V22020101,personalizada,V22020101 + V22020201 + V22020301 + V22020401 != V22010101,erro,Composição do plantel de aves diferente do total de aves em 30/09/2017. Confirme com o produtor a quantidade desses animais e faça o acerto necessário
quadro19.json,Animais vendidos no período de 01/10/2016 a 30/09/2017,V22050001,personalizada,V22050001 == 0 && V22050000 != 1,erro,"Preencha o total ou marque que não houve venda de galinhas, galos, frangas, frangos e pintos de 1 dia."
quadro19.json,"Valor total da venda de galinhas, galos, frangos, frangas e pintos",V22050002,personalizada,VW22050300 > 20,alerta,"Valor dos animais vendidos acima do esperado. Confirme com o produtor a quantidade de animais vendidos e o valor total e faça o acerto, se necessário"
quadro19.json,"Valor total da venda de galinhas, galos, frangos, frangas e pintos",V22050002,personalizada,V22050002 > 0 && VW22050300 < 0.5,alerta,"Valor dos animais vendidos abaixo do esperado. Confirme com o produtor a quantidade de animais vendidos e o valor total e faça o acerto, se necessário"
quadro19.json,Quantidade de dúzias de ovos de galinha produzidos no estabelecimento no período de 01/10/2016 a 30/09/2017,V22080101,personalizada,V22080101 == 0 && V22080000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de ovos produzida ou a opção não houve.
quadro19.json,Total de dúzias de ovos de galinha vendidos no período de 01/10/2016 a 30/09/2017,V22080401,personalizada,V22080401 > V22080101,erro,"Quantidade de ovos vendidos maior que o produzidos, faça o acerto necessário"
quadro19.json,Preço médio:,V22080402,personalizada,V22080402 > 10 && V22080401 > 0,alerta,"Preço médio unitário da dúzia de ovos vendidos acima do esperado. Confirme com o produtor o preço de 1 dúzia de ovos vendidos e faça o acerto, se necessário."
quadro19.json,Preço médio:,V22080402,personalizada,V22080402 > 0 && V22080402 < 1,alerta,"Preço médio unitário da dúzia de ovos vendidos abaixo do esperado. Confirme com o produtor o preço de 1 dúzia de ovos vendidos e faça o acerto, se necessário."
quadro19.json,Não houve produção de ovos de galinhas no estabelecimento no período de 01/10/2016 a 30/09/2017,V22080000,personalizada,V22050000 == 1 && V22010000 == 1 && V22080000 == 1,alerta,"Foi marcada a opção galinhas mas não houve efetivo, nem venda, nem produção de ovos. Confirme com o produtor e faça o acerto, se necessário."
quadro20.json,Quantidade de codornas no estabelecimento,V25010101,personalizada,V25010101 == 0 && V25010000 != 1,erro,Preenchimento obrigatório. deve ser preenchido a quantidade de codornas ou a opção não houve.
quadro20.json,Quantidade de codornas no estabelecimento,V25010101,personalizada,V25010101 > 5000,alerta,"Quantidade de codornas acima do esperado. Confirme com o produtor a quantidade de codornas existentes em 30/09/2017 e faça o acerto, se necessário."
quadro20.json,Quantidade de codornas vendidas,V25030101,personalizada,V25030101 == 0 && V25030000 != 1,erro,Preenchimento obrigatgório. Deve ser preenchido a quantidade de codornas vendidas ou a opção não houve venda.
quadro20.json,Preço médio da codorna vendida,V25030102,personalizada,V25030102 > 30,alerta,"Preço médio de codornas vendidas acima do esperado. Confirme com o produtor o preço médio de uma codorna vendida e faça o acerto, se necessário."
quadro20.json,Preço médio da codorna vendida,V25030102,personalizada,V25030102 < 1 && V25030102 > 0,alerta,"Preço médio de codornas vendidas abaixo do esperado. Confirme com o produtor o preço de uma codorna vendida e faça o acerto, se necessário."
quadro20.json,Quantidade produzida (DZ),V25040101,personalizada,V25040101 == 0 && V25040000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de ovos produzios ou a opção não houve.
quadro20.json,Quantidade vendida (DZ),V25040201,personalizada,V25040201 > V25040101,erro,Dúzias de ovos de codornas vendidas maior que produzidos. Confirme com o produtor quantas dúzias de ovos de codornas foram produzidas e vendidas e faça o acerto necessário.
quadro20.json,Quantidade vendida (DZ),V25040201,personalizada,(V25040101 - V25040201) > 300,alerta,"Dúzias de ovos de codornas acima do esperado com quantidade vendida abaixo do esperado. Confirme com o produtor quantas dúzias de ovos de codornas foram produzidas e vendidas e faça o acerto, se necessário."
quadro20.json,Preço médio da dúzia de ovos vendida,V25040202,personalizada,V25040202 > 20,alerta,"Preço médio da dúzia de ovos de codornas vendida acima do esperado. Confirme com o produtor o preço médio de venda de uma dúzia de ovos de codornas e faça o acerto, se necessário."
quadro20.json,Preço médio da dúzia de ovos vendida,V25040202,personalizada,V25040202 < 1 && V25040202 > 0,alerta,"Preço médio da dúzia de ovos de codornas vendida abaixo do esperado. Confirme com o produtor o preço médio de venda de uma dúzia de ovos de codornas e faça o acerto, se necessário."
quadro20.json,Não houve produção e venda de ovos codornas no estabelecimento em 30/09/2017,V25040000,personalizada,V25010000 == 1 && V25030000 == 1 && V25040000 == 1,alerta,"Houve criação de codornas, mas não houve efetivo, animais vendidos nem produção de ovos. Confirme com o produtor e faça o acerto, se necessário."
quadro21.json,"Total de patos, gansos, marrecos, perdizes e faisões",V23010101,personalizada,V23010101 + V24010101 + V26010101 == 0 && V26010000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de outras aves ou a opção não houve.
quadro21.json,Total de outras aves vendidas,V26030101,personalizada,V26030101 == 0 && V26030000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade vendida de outras aves ou a opção não houve.
quadro21.json,Valor total da venda,V26030102,personalizada,VW26030101 > 3000,alerta,"Valor dos animais vendidos acima do esperado. Confirme com o produtor o a quantidade de animais vendidos e o valor total e faça o acerto, se necessário."
quadro21.json,Valor total da venda,V26030102,personalizada,VW26030101 < 50 && V26030102 > 0,alerta,"Valor dos animais vendidos abaixo do esperado. Confirme com o produtor o a quantidade de animais vendidos e o valor total e faça o acerto, se necessário."
quadro21.json,Quantidade de ovos vendidos de outras aves,V26040201,personalizada,V26040201 == 0 && V26040000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de ovos vendida de outras aves ou a opção não houve.
quadro21.json,Valor total da venda de ovos,V26040202,personalizada,VW26040201 > 3000,alerta,"Valor médio da dúzia de ovos vendidos acima do esperado. Confirme com o produtor a quantidade de animais e o valor total e faça o acerto, se necessário."
quadro21.json,Valor total da venda de ovos,V26040202,personalizada,VW26040201 < 50 && V26040202 > 0,alerta,"Valor médio da dúzia de ovos vendidos abaixo do esperado. Confirme com o produtor a quantidade de animais e o valor total e faça o acerto, se necessário."
quadro21.json,Não houve venda de ovos de outras aves,V26040000,personalizada,V26010000 == 1 && V26030000 == 1 && V26040000 == 1,alerta,"Houve criação de outras aves, mas não houve efetivo, animais vendidos nem produção de ovos. Confirme com o produtor e faça o acerto, se necessário."
quadro22.json,Numero de animais em 30/09/2017,V27010101,personalizada,V27010101 == 0 && V27010000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido o número de animais ou a opção não houve.
quadro22.json,Numero de animais em 30/09/2017,V27010101,personalizada,V27010101 > 2000,alerta,"Total de coelhos acima do esperado. Confirme com o produtor a quantidade de coelhos existentes em 30/09/2017 e faça o acerto, se necessário."
quadro22.json,Não havia coelhos no estabelecimento em 30/09/2017,V27010000,personalizada,V27010000 == 1 && V27010300 == 1,alerta,"Foi marcada a opção coelhos mas não houve efetivo, nem venda. Confirme com o produtor e faça o acerto, se necessário"
quadro22.json,Animais vendidos no período de 01/10/2016 a 30/09/2017,V27010301,personalizada,V27010300 != 1 && V27010301 == 0,erro,Preencha o número de coelhos vendidos ou marque que não houve coelhos vendidos.
quadro22.json,Valor total da venda,V27010302,personalizada,VW27010300 > 50,alerta,"Preço médio de um coelho vendido acima do esperado. Confirme com o produtor o valor total dos coelhos vendidos e faça o acerto, se necessário."
quadro22.json,Valor total da venda,V27010302,personalizada,VW27010300 < 2 && V27010302 > 0,alerta,"Preço médio de um coelho vendido abaixo do esperado. Confirme com o produtor o valor total dos coelhos vendidos e faça o acerto, se necessário."
quadro23.json,Quantidade de mel vendido(Kg),V28020201,personalizada,V28020201 == 0 && V28020000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de mel vendido ou a opção não houve.
quadro23.json,Preço médio do quilo vendido:,V28020202,personalizada,V28020202 > 80,alerta,"Preço médio unitário do quilo do mel vendido acima do esperado. Confirme com o produtor o preço de um quilo de mel vendido e faça o acerto, se necessário."
quadro23.json,Preço médio do quilo vendido:,V28020202,personalizada,V28020201 > 0 && V28020202 < 3,alerta,"Preço médio unitário do quilo do mel vendido abaixo do esperado. Confirme com o produtor o preço de 1 quilo de mel vendido e faça o acerto, se necessário."
quadro23.json,Quantidade de cera vendida(Kg),V28030201,personalizada,V28030201 == 0 && V28030000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de cera vendida ou a opção não houve.
quadro23.json,Preço médio do quilo vendido,V28030202,personalizada,V28030202 > 50,alerta,"Preço médio unitário do quilo da cera vendida acima do esperado. Confirme com o produtor o preço de um quilo de cera vendida e faça o acerto, se necessário."
quadro23.json,Preço médio do quilo vendido,V28030202,personalizada,V28030201 > 0 && V28030202 < 5,alerta,"Preço médio unitário do quilo da cera vendida abaixo do esperado. Confirme com o produtor o preço de 1 quilo de cera vendida e faça o acerto, se necessário."
quadro23.json,Valor total da venda,V28040101,personalizada,V28040101 == 0 && V28040000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade vendida ou a opção não houve.
quadro23.json,Valor total da venda,V28040101,personalizada,V28040101 > 5000,alerta,"Valor total de geléia real, própolis e pólen acima do esperado. Confirme com o produtor este valor e faça o acerto, se for necessário."
quadro23.json,Total de caixas (colmeias) em 30/09/2017,V28080101,personalizada,V28080101 == 0 && V28080000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade vendida ou a opção não houve.
quadro23.json,Total de caixas (colmeias) em 30/09/2017,V28080101,personalizada,V28080101 > 99,alerta,Quantidade de caixas acima do esperado. Confirme com o produtor.
quadro23.json,Não havia caixas(colmeias) de abelha em 30/09/2017,V28080000,personalizada,V28020000 == 1 && V28030000 == 1 && V28040000 == 1 && V28080000 == 1,alerta,"Foi marcada a opção abelhas mas não houve venda de mel, cera, geleia real e própolis e não havia caixas. Confirme com o produtor e faça o acerto, se necessário."
quadro24.json,Tanques escavados/construídos,V29020100,personalizada,V29020100 != 2 && V29020200 != 2 && V29020300 != 2 && V29020400 != 2 && V29020600 != 2,erro,Pelo menos um local de criação deve ser selecionado.
quadro24.json,Área em m² de lâmina de água utilizada na criação,V29020500,personalizada,V29020500 > 1000000,alerta,"Área destinada a aquicultura maior que a esperada, Confirmar com o informante e faça o acerto se necessário."
quadro24.json,Carpa,V29040100,personalizada,V29040100 != 2 && V29040200 != 2 && V29040300 != 2 && V29040400 != 2 && V29040500 != 2 && V29040600 != 2 && V29040700 != 2 && V29042100 != 2 && V29040800 != 2 && V29040900 != 2 && V29041000 != 2 && V29041100 != 2 && V29041200 != 2 && V29041300 != 2 && V29041400 != 2 && V29041500 != 2 && V29041600 != 2 && V29041700 != 2 && V29041800 != 2 && V29041900 != 2 && V29042000 != 2,erro,Pelo menos uma espécie criada deve ser selecionada.
quadro24.json,Valor da venda,V29041602,personalizada,V29041602 > 20000,alerta,"Valor total de venda acima do esperado. Confirme com o produtor este valor e faça o acerto, se for necessário."
